Klinik_Name,Title,Department,Date,Review,Rating
Kreiskrankenhaus Winsen,"Ärzte und Hebammen top, Krankenschwestern flop",Entbindung,21.05.2021,"['Ich habe vor 4 Wochen unseren Sohn in Winsen entbunden. Das Ärzte und Hebammen Team hat uns super durch die Geburt begleitet. Es gab Komplikationen, trotzdem habe ich mich die ganze Zeit sicher gefühlt und unser Kleiner ist letzendlich nach vielen, vielen Stunden gesund auf die Welt gekommen. ', '', 'Angekommen auf der Wochenbettstation fing das Dilemma an. Überfordertes, unqualifiziertes und unfreundliches Personal. Stillberatung bedeutet, man nehme den Kopf des schreiendes Kindes in eine Hand und die Brust der Mutter in die andere und presst beides zusammen. Dabei hat das Kind den Weg zur Brust alleine gefunden, meine Brustwarzen waren schon blutig und entzündet. Es kam leider keine Milch und irgendwann hatte der kleine Mann so Hunger dass er nur noch geschlafen hat vor Erschöpfung oder geschrien wie am Spieß. Hier hätte man mir besser beim Ausstreichen geholfen oder mit einer Pumpe unterstützt. Ein Milchstau mit Fieber am 4ten Tag wurde mit Achselzucken und hier hast du Pre Nahrung er ist zu dünn kommentiert. ', 'Und dann war da noch der Wunde Po, wir haben ihn alle 2-3 Stunden gewickelt damit dies nicht passiert. Allerdings hat er eine so empfindliche Haut, dass er die Feuchttücher einfach nicht verträgt. Wir haben dann nach etwas Salbe gefragt. Aussage: da würde ich noch gar nichts machen. Jeden Tag haben wir wieder nach Salbe gebettelt und immer wieder: da würde ich noch gar nichts machen. Wir haben dann selber schwarzen Tee abgekocht um ihm irgendwie zu helfen. Am letzten Tag nach der U3 (Tag 5) sagt die Kinderärztin: ""wieso haben sie dem Personal nicht gesagt, dass er so wund ist?"". Was soll man da noch sagen, außer Sachen packen und das Weite suchen.']","['', '', 'Gesamtzufriedenheit:', 'weniger zufrieden', '', 'Qualität der Beratung:', 'weniger zufrieden (Auf der Station)', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden (Katastrophale Betten, Wärmelampe über der Wickelkommode fehlt)', '', '', '']"
Kreiskrankenhaus Winsen,NIE wieder !!!,Thoraxchirurgie + Herz,14.04.2021,"['Bei mir wurde Ende Juni 2017 eine geplante und genehmigte Magenverkleinerungs-Operation (Sleeve-Magen) im Adipositaszentrum des Krankenhaus Winsen (Luhe) durchgeführt. Danach habe ich eine gesundheitliche Odysseee erlitten bzw. werde darunter noch bis zu meinem Lebensende leiden ! Bei der OP hat der Operateur die Kalibrationssonde für die Klammernaht abgeknickt. Die Klammernaht musste in einer offenen Revision übernäht werden. Es entstand in einer Hautfalte ein Loch von 5 mm durch das Magensäure in den Bauchraum gelangte und zu einer Sepsis führte. Trotz ständig steigernder Entzündungswerte und eindeutiger Symptome, wurde die Sepsis, die nun eine Vollsepsis war, über Tage nicht erkannt und nicht behandelt. Nach der Revisions-Operation am 07.07.2017 kam es damit dann zum Multi-Organ-Versagen. Bei der völlig inkompetenten Intubation wurden 3 Löcher in der Speiseröhre fabriziert !. 3 Tage später wurde ich sediert ins UKE Hamburg auf eine der Intensivstationen gebracht und verbrachte dort 5 Wochen im künstlichen Koma. Danach noch über 8 Monate allein in einem Isolierzimmer auf Normalstation bis Ende April 2018. Im UKE Hamburg wurden insgesamt 9 Folge-Operationen durchgeführt. 7 mal wurde ich mehrfach (nach jeder Operation !) mit gefährlichen Krankenhauskeimen infiziert. Heute bin ich seit Februar 2018 auf Grund der Niereninsuffizienz und der Critical-Illnes-Polyneurophatie ein EU-Rentner und Schwerbehinderter mit 100 Prozent ! Ein Gutachten und die Stellungnahme der Schlichtungstelle der norddeutschen Ärztekammer liegen mir vor und bestätigen, da dieses Adipositaszentrum mit Sicherheit nicht das Prädikat ""Kompetenzzentrum"" verdient !']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden (ich würde minus 100 Punkte vergeben !)', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden (hätte fast mein Leben gekostet !)', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
Kreiskrankenhaus Winsen,Tolle Geburtsklinik,Entbindung,26.03.2021,"['Von dem kennenlernen bis zur Entlassung mit unserem Sohn, durchweg positive Erfahrung mit dem gesamten Klinik Personal und Hebammen Team. Ich würde mich jederzeit wieder in die erfahrenen Hände begeben.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Kreiskrankenhaus Winsen,Multimodale interdisziplinäre Schmerztherapie im KHS Winsen,Schmerztherapie,05.03.2021,"['Ich war im Januar 2021 als Patientin in der Multimodalen Schmerztherapie in Winsen. ', 'Für mich waren diese drei Wochen ein Anschub in ein anderes Leben mit meinen Schmerzen. Das interdisziplinäre Team ist sehr wertschätzend, offen und individuell auf jede Patientin in unserer Gruppe eingegangen. Nach langjähriger Odyssee mit meinen Schmerzen, fühlte ich mich hier gesehen und angenommen. Außerdem wurde ich das 1. Mal überhaupt über chronische Schmerzen und die Behandlungsmöglichkeiten informiert. Vielen Dank für die informativen und hilfreichen Patientenschulungen. Auch die Physiotherapie und die Krankengymnastik hat sich sehr von den Behandlungen, die ich bereits ambulant bekommen habe unterschieden. Die Therapeuten und Krankenschwestern haben eine Zusatzausbildung für die Behandlung von chronischen Schmerzen. Das war in den Anwendungen und Therapien deutlich zu spüren und hat mir sehr gut getan. ', '2019 hatte ich wegen meiner Beschwerden bereits eine psychosomatische Rehabilitation bewilligt bekommen. Nach zwei Wochen Therapie in Winsen habe ich mehr Veränderungen bemerkt als nach 7 Wochen Reha in 2019. ', '', 'Ich bin sehr begeistert von dem Konzept der multimodalen Schmerztherapie und dem sehr engagierten und kompetenten Team. Das was ich mir von dieser Maßnahme gewünscht hatte, einen Anschub in einen anderen Umgang mit meinen Schmerzen und Beeinträchtigungen und ein effektives Bewegungskonzept sind voll eingetroffen. ', 'Patientin, 58 Jahre, Diagnose Fibromyalgie']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden (es dauert lange, bis man einen Termin bekommt.)', '', 'Ausstattung und Gestaltung:', 'zufrieden (die Unterbringung ist im 2-Bett-Zimmer)', '', '', '']"
Kreiskrankenhaus Winsen,Daumen hoch,Schmerztherapie,19.02.2021,"['Mein Name ist Birgit Zerfowski. Ich war Schmerzpatientin in  der Interdisziplinären Multimudalen Schmerztherapie vom 04. Bis 22.01.2021. ', 'Anfang 2020 habe ich mir den Vortrag über die Interdisziplinäre Multimudale Schmerztherapie im Krankenhaus Winsen angehört. Ich war gleich total begeistert davon, dass dort eine Therapie zu 98% nur mit Therapien, und wenn möglich, ohne Medikamente stattfindet. Ich dachte, dass ist mein Ding, da ich ein strikter Gegner von Tabletten bin. Ich schickte meine gesamten Unterlagen in die Interdisziplinäre Multimudale Schmerztherapie, um dort stationär aufgenommen zu werden. Nachdem die Unterlagen von mir eingesehen wurden, bekam ich eine Einladung zur Vorstellung und Untersuchung. Ich war also ein Fall für diese Schmerztherapie. Als ich am 04.01.2021 in der Schmerztherapie ankam, ähnelte  meine Gangart eines „Roboters“. ', 'Ich hatte mir also in den letzten 3 – 4 Jahren bezüglich der Schmerzen eine Schonhaltung angenommen. ', 'Die Therapien in der Interdisziplinären Multimudalen Schmerztherapie mit  KG an Geräten, Physio, Bewegungsbad, die diversen Gespräche usw. haben mir in diesen 3 Wochen sehr sehr viel gebracht. ', 'Ich verließ die Interdisziplinäre Multimudale Schmerztherapie nicht mehr mit einem Gang, der einem Roboter nahe kam, sondern um einiges besser. Auch meine Schmerzsituation wurde durch die diversen Anwendungen gelindert. Aus diesem Grunde habe ich mich entschlossen, mit Hilfe meines niedergelassenen Arztes,  meine verschriebene KG an Geräten sowie das Bewegungsbad weiter im Krankenhaus durchzuführen. Da die Therapeuten mich im Krankenhaus Winsen kennen, hoffe ich  eine noch bessere Heilung zu erzielen. ', 'Ich kann diese Interdisziplinäre Multimudale Schmerztherapie nur empfehlen. In jeder Hinsicht; angefangen von den Ärzten, den Therapeuten, den super netten und hilfsbereiten Schwestern,  den Edukationen etc. und nicht zu vergessen, die super gute Küche. Ich habe in diesen 3 Wochen 2,5 Kg zugenommen und dass in einem Krankenhaus! Es gibt keine Beanstandungen, sondern nur Daumen hoch. Ich hätte gern verlängert. Danke danke an das gesamte Team']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Kreiskrankenhaus Winsen,Ich würde mich immer wieder in die Hände der Ärzte dort begeben,Chirurgie,17.02.2021,"['Ich kann zum großen Teil die negativen Bewertungen nicht verstehen. Ich war auf 2 verschiedenen Stationen, zur Magenspiegelung. Auf der Antipositas Station, auf der Inneren. Gut, es gibt noch alte Betten usw. Aber es wird nach und nach alles modernisiert. Aber ist das alles wichtig? Ich denke nein. Die Ärzte, Schwestern,die ärztliche Versorgung, das zählt doch.Ob man den Ärzten vertraut.', '', 'Ich war vom 29.7.2020 bis zum 4.8.2020 im KH Winsen. Zwecks einer Magenbypass OP. Ich fühlte mich sehr gut aufgehoben dort. Bei Schmerzen kam sofort der Narkosearzt und gab Schmerzmittel. Es ist alles sehr gut verheilt. Und gut 50 kg sind schon weg. Ich finde es sind dort sehr hilfsbereite, kompetente Ärzte, Ernährunsberatung, Schwestern und viele mehr. Ich dachte schon man hätte sich vertan und ich wäre in einem privaten Zimmer gelandet, da es so warm war, fragte ich nach Eiswürfel, ich bekam welche. Egal wann ich danach fragte. ', '', 'Im Februar war ich 2 Wochen dort allerdings auf einer anderen Station weil ich offene Beine und vereiterte Wunden hatte. Man entdeckte einen bösen Keim. Da man es so schnell entdeckte, ging der Keim nicht weiter, ich bekam 3 mal am Tag Antibiotika Infusionen , sonst hätte man meinen linken Fuss abnehmen müssen. Ich kann das Krankenhaus mit gutem Gewissen weiterempfehlen!!!']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Kreiskrankenhaus Winsen,Absolut Klasse Team,Chirurgie,24.01.2021,"['Wurde mit unerträglichen Rückenschmerzen und fast Bewegungsunfähig eingeliefert. Direkt nach der OP an der Bandscheibe war ich nahezu Schmerzfrei. Dazu ein ganz großes Lob an alle Schwestern, Helfer..also das gesamte Team. Alle waren stets freundlich, Hilfsbereit und sehr geduldig. Habe mich absolut wohl gefühlt.', 'Vielen lieben Dank an alle, das werde ich wohl nie vergessen']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Kreiskrankenhaus Winsen,Aufnahme,Moritz.010,14.10.2020,['4.5 Std für eine Stationäre Aufnahme ist schon eine reife Leistung.Trotz Termin. Bekannter von mir war Heute auch zur Aufnahme für Dienstag da.Ganze 6 Std gewartet. Ist halt ein Wald und Wiesen Krankenhaus.'],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'weniger zufrieden', '', 'Mediz. Behandlung:', 'weniger zufrieden (K.A)', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden (K.A)', '', '', '']"
Kreiskrankenhaus Winsen,House of God,Fl_Be88,05.10.2020,"['Nach meiner Erfahrung ist das Krankenhaus Winsen eines der schlechtesten Krankenhäuser in Deutschland und ich kenne viele Krankenhäuser. Unfreundliche Schwester, inkompetente Ärzte, überhebliche Ärzte in Führungspositionen. ', 'Willkommen im ""House of God"".']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
Kreiskrankenhaus Winsen,Absolut Empfehlenswert,Entbindung,09.09.2020,"['Ich war sehr zufrieden mit Klinik. Ich habe mich jederzeit super aufgeklärt und beraten gefühlt. Man wurde zu nichts gezwungen und dem Personal lag viel daran, dass möglichst ein Kaiserschnitt verhindert wird. Die Ärzte, Hebammen und Schwester sind absolut top.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden (Der Kreissaal verfügt über eine Sonnenterasse :))', '', '', '']"
Kreiskrankenhaus Winsen,Absolute Empfehlung!,Entbindung,12.02.2020,"['Ich habe im Jahr 2015 mein erstes und im Jahr 2018 auch mein zweites Kind in Winsen zur Welt gebracht und meine Entscheidung für dieses Krankenhaus in beiden Fällen nicht bereut. Ich habe mich beide Male sowohl im Kreissaal als auch auf der Station sehr gut aufgehoben gefühlt. Die erste Geburt wurde in der 42. SSW eingeleitet, daher habe ich schon bei einigen Vorsorgeuntersuchungen und von der Einleitung bis zur Geburt einige Hebammen kennen lernen dürfen, jede einzigartig auf ihre Weise aber immer souverän, einfühlsam und entspannt.', 'Bei der ersten Geburt waren wir im Familienzimmer untergebracht, bei der zweiten Geburt im Einzelzimmer, beides konnte ganz unkompliziert geregelt werden. Ich fühlte mich rundum versorgt und mit meinen Kindern gut aufgehoben.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden (gute zusätzliche Beratung durch Hebammen, Stillberaterin, etc.)', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden (etwas veraltete Zimmerausstattung, für mich aber eher zweitrangig)', '', '', '']"
Kreiskrankenhaus Winsen,Schachmatt,togram123,14.12.2019,"['Nachdem hier einige ehemalige Patienten oder Angehörige teils unterirdisch bewerten, da möchte ich in die Bresche springen, damit der Bewertungsdurchschnitt angehoben wird.', '2015 und 2017 war ich per Sanka dort und wurde stationär aufgenommen.', 'Wartezeiten, die gibt es, außer online, inzwischen fast überall. Im Kh erst recht, weil manche die Kliniken als Arztpraxis betrachten, vor allem am Wochenende.', 'Leute, die Kantine ist fast berühmt, Viele gehen zum Frühstück o. Mittag von auswärts dort hin.', 'Während meiner 2x eine Woche stationär dort haben mich eher Zimmermitbewohner genervt, das Personal nicht.', 'Ich fand die Kopfkissen ( luftgefüllt) unterirdisch und ließ mir mein NSTK von zu Hause bringen. Mein Portable Tv ging auch nicht, meine Zimmerantenne ging nicht, also nicht einmal Dvbt II.', 'Essen ok.', 'Sauberkeit, ziemlich verbesserungswürdig.Duschen auf dem Flur, wohl dem, der noch gut zu Fuß ist.', 'Venentropf tgl.verstopft und nur Arzt "" darf"" wechseln, hm. Da ist Warterei Programm.', 'Aber.....ich wurde sehr gut gepflegt. Durfte David Butt kennen lernen, mein Mr. Voodoo von der Physio.', '', 'Die Negativbewerter sollten sich selbst mal hinterfragen und die Mißstände nicht beim Personal vor Ort sondern bei der Klinikverwaltung und der Politik anmahnen.', 'Bin des öfteren auch ambulant zum Röntgen, Ct, Mrt dort und es klappt super.', 'Und wenn G5 kommt, dann werden Berichte, Arztbriefe gemailt statt gefaxt ( landen im Nirvana,) danke Telekom und Co.', 'Statt zu motzen mal hinterfragen was, warum, wieso und dann erledigt sich so manche Kritik vorab.', 'Und nicht vergessen, wir leben in der Pampas, nicht in ner Großstadt und sollten froh sein, dass wir noch ein Kh haben. Im Übrigen war ich auch mit Hirninfarkt in Lüneburg. Bis zu 6 Leute im Zimmer nach der Stroke Unit. Und nun hat auch Wl eine Stroke Unit. Was will man mehr? Operiert wurde ich aber in HH.']","['', '', 'Gesamtzufriedenheit:', 'zufrieden (zwischen zufrieden und sehr)', '', 'Qualität der Beratung:', 'sehr zufrieden (Kompetent)', '', 'Mediz. Behandlung:', 'zufrieden (Personalmangel)', '', 'Verwaltung und Abläufe:', 'zufrieden (Da geht mehr)', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden (Kleinstadtniveau)', '', '', '']"
Kreiskrankenhaus Winsen,Nasennebenhölen,Hals-Nasen-Ohren,10.09.2019,"['Ich war vom 6.9.-10.9.2019 in der HNO auf Station 9 ', 'Sehr nette Ärzte und sehr nette Schwestern und Pfleger', 'Die ganze Behandlung und die Nachbehandlung waren sehr sehr gut bin völlig zufrieden nach Hause gefahren und kann dieses Krankenhaus nur empfehlen', 'Habe mich noch nie so zufrieden gesehen wie es da der Fall war', 'Vielen lieben dank an alle Beteiligten und weiter so wie bisher']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Kreiskrankenhaus Winsen,Oberarzt sehr arrogant,Frauen,08.09.2019,"['Mit schweren Blutungen eingeliefert. Der Oberarzt behandelte mich sehr schlecht. Ich musste eine Ausschabung bekommen, weil die Blutungen zu stark waren. Im OP waren alle sehr nett.']","['', '', 'Gesamtzufriedenheit:', 'zufrieden', '', 'Qualität der Beratung:', 'weniger zufrieden', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Kreiskrankenhaus Winsen,Krankenhaus mit Wohlfühlatmosphäre,Entbindung,26.03.2019,"['Mit einer drohenden Frühgeburt in der 32. Ssw bin ich in die Klinik gekommen. Sofort wurde ich freundlich in Empfang genommen und es wurde mir schnell geholfen. Das gesamte Team war sehr kompetent, Absprachen untereinander im Team wurden gut getroffen und wir als Eltern wurden immer ausreichend informiert. Ich hatte auch das Gefühl, dass ich bei jeder Intervention hätte Nein sagen können. Wir wurden nie bevormundet. Auf der Station waren alle sehr einfühlsam, aufmerksam und möglichen Stress des Personals hat man Ihnen zumindest nie angesehen. Sogar Zeit für kurze beruhigende Gespräche wurde sich genommen. Der Aufenthalt war eine durchweg positive Erfahrung! Herzlichen Dank']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Kreiskrankenhaus Winsen,DANKE,Hals-Nasen-Ohren,01.03.2019,"['Moin moin  , ich möchte danke sagen ', 'Ich war vom 8.2.2019 bis 12.2.2019 auf der Station 9 der HNO Abteilung Krankenhaus Winsen. Ich möchte mich bei allen Ärzten , Schwestern und Helfern bedanken . OP und Pflege waren top , immer nett und freundlich .Verbessern könnte man die Betten (sehr alt) und das Essen : bei dem vegetarischen Essen habe ich die Vollwertkost vermisst , Bio wäre sehr gut . Schöne Grüße']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
Kreiskrankenhaus Winsen,"Völlig unhygienisch, unverständlich.",Orthopädie,21.08.2018,[' '],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Kreiskrankenhaus Winsen,Sehr zu empfehlen,Hals-Nasen-Ohren,23.07.2018,"['Ich war wegen einer Nasennebenhöhlen OP auf der Station 9 im Krankenhaus Winsen und bin sehr zufrieden mit der Abwicklung, sei es die Aufnahme, Termintreue und auch vom Eingriff. Sehr hervorzuheben ist das Personal auf der HNO Abteilung. So hilfsbereit und nett habe ich ein Krankenhaus selten erlebt. Einzig die Ausstattung vom Krankenhaus ist nicht mehr ganz so aktuell aber im Großen und Ganzen in Ordnung.', '', 'Ich kann dieses Krankenhaus nur weiterempfehlen']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
Kreiskrankenhaus Winsen,"Inkontinenz, Untersuchung, Beratung, OP, Behandlung top",Frauen,05.07.2018,"['Super Klinik. War 8 Tage dort auf Station 11 A. Mobiliar schon etwas in die Jahre gekommen. WLAN kostenfrei! Mein Vertrauen in die dortigen Ärzte wurde wieder einmal bestätigt. Das Pflegepersonal ist supernett und hat sich auch die Zeit für ein paar persönliche Worte genommen. Das Essen,ich hatte leichte Vollkost, war schmackhaft und nicht fade. Lob an die Küche! Toll war auch, dass das Frühstück und Abendbrot als Buffet aufgebaut wurde. Habe mich dort sehr, sehr gut beraten, operiert, behandelt und aufgehoben gefühlt. Hier war ich Mensch und keine Nummer und wurde bei Begegnungen im Gang von vielen mit Namen angesprochen. Noch erwähnenswert ist die Vollnarkose. Die war so gut, das ich abends am Tag der OP bereits normal essen und durchs Krankenhaus spazieren konnte. Und dass, obwohl sie mit 2h relativ lange dauerte. Ich war weder benommen, müde noch war mir übel (hatte im Vorgespräch darauf hingewiesen und diesbezüglich eine entsprechende Medikation bekommen).']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden (Wäre sehr zufrieden, wenn Zeit der Voruntersuchungen  am Tag der Anmeldung nicht 6,5h gedauert hätte)', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden (Ist schließlich ein Krankenhaus und kein Hotel)', '', '', '']"
Kreiskrankenhaus Winsen,Notfall Chirurgie,Thoraxchirurgie + Herz,04.06.2018,"['Ignorant und machen keinen sonderlich kompetenten Eindruck. Kam als Notfall in die Klinik. Mein Hausarzt schockiert über die schlechte Wundversorgung. Unterlagen zwecks Weiterbehandlung liegen immer noch nicht vor....nach 2 Wochen.', '', 'Freiwillig würde mich da niemand hin bekommen!']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
Kreiskrankenhaus Winsen,Mammographie,Verstoß melden,23.05.2018,"['Ich komme seit Jahren zur Mammographie  in die Klinig. Meine Ma ist elend an Brustkrebs gestorben. Deshalb ist es mir wichtig , jedes Jahr diese Untersuchung machen zu lassen. Nun war ich zu meiner alljährlichen Untersuchung  dort und wurde mit dem Röntgen der Brust abgespeist, kein abtasten der Brust, kein Abtasten der Lümpfen.. Gehört doch dazu und ist mir wichtig.                                Und die Frau die geröntgt hat, weiß  nicht was Freundlichkeit  ist']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Kreiskrankenhaus Winsen,Großes Dankeschön,Schmerztherapie,20.03.2018,"['Ich lag vom 26.2-16.3.2018 auf der Multimodalen Schmerzstation und möchte hiermit ein großes Dankeschön sagen.', 'Ganz besonderes Dankeschön an Dr.Weinschenk,', 'ein Arzt mit Herz und Verständniss.', 'und auch bei unseren Pain Nurse:', 'S.Melanie', 'S.Kirsten', 'S.Britta', 'Auch ein Dankeschön an Dr.Klatte und H.Stut,', 'die Physio Abteilung:', 'Fr.Weißbach', 'H.Preuß', 'Fr.Mirbach', 'und zu guter Letzt ein großes Lob an die Küche.', 'Ich würde mich immer wieder dort in Behandlung geben.', 'Vielen Dank für alles Heike Böttcher']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Kreiskrankenhaus Winsen,Sehr gute Entbindungsstation,Entbindung,23.01.2018,"['Ich habe mich für die Geburt meines 1. Kindes für das Winsener Krankenhaus entschieden. Der 1.Eindruck beim Info Abend war sehr positiv und', 'es war definitiv die richtige Entscheidung. Es wird viel Wert auf das Bonding & stillen gelegt. Die Mitarbeiter sind alle sehr nett gewesen und standen bei Fragen immer zur Seite. Das 2 Bettzimmer war hell und wurde jeden morgen gereinigt. Das Essen war auch ok. Ich empfehle die Entbindungsstation guten Gewissens weiter und würde dort immer wieder entbinden.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Kreiskrankenhaus Winsen,Notfall,Gastrologie,22.01.2018,"['Einlieferung 03.10.2017 über Notaufnahme (morgens 04.00 Uhr)wegen starker Bauchschmerzen . Schwester in der Notaufnahme war mir gegenüber sehr unfreundlich , indem sie sagte wie frech ich bin , wegen Blähungen mit dem Notarztwagen zu kommen( aber was für ein Ton !! ) . Es stellte sich aber heraus , das es sich bei mir um einen Dünndarmverschluß handelte . Er sollte gleich operiert werden . Aber Dank eines Assistenzarztes konnte eine OP verhindert werden . Noch einmal herzlichen Dank an diesem Arzt .']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'weniger zufrieden', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden (Ich leide an hohem Blutdruck , bekam keine Tabletten , ständig vergessen)', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden (Zimmer sind sauber , leider kann man schlecht fernsehen)', '', '', '']"
